Time, Latitude(DD), Longitude(DD), Latitude(m), Longitude(m), Altitude(m), Roll(deg), Pitch(deg), Yaw(deg)
1508317311.000000, 48.234200, 16.337643, 5343196.000000, 599328.687500, 361.100006, -0.388558, -1.004968, -63.154385
1508317312.000000, 48.234190, 16.337667, 5343195.000000, 599330.437500, 361.299988, -0.370399, -1.025160, -63.508183
1508317313.000000, 48.234182, 16.337692, 5343194.000000, 599332.312500, 361.500000, -0.336797, -0.984522, -63.318325
1508317314.000000, 48.234175, 16.337718, 5343193.500000, 599334.312500, 361.700012, -0.368589, -0.976803, -63.141098
1508317315.000000, 48.234175, 16.337725, 5343193.500000, 599334.812500, 361.799988, -0.358662, -0.980827, -63.152706
1508317316.000000, 48.234163, 16.337757, 5343192.000000, 599337.187500, 362.000000, -0.335743, -0.959252, -63.144279
1508317317.000000, 48.234157, 16.337780, 5343191.500000, 599338.937500, 362.299988, -0.389717, -0.946085, -63.407494
1508317318.000000, 48.234150, 16.337797, 5343190.500000, 599340.187500, 362.600006, -0.304270, -0.978510, -63.639950
1508317319.000000, 48.234140, 16.337820, 5343189.500000, 599341.937500, 362.899994, -0.353897, -0.966135, -63.597145
1508317320.000000, 48.234132, 16.337837, 5343188.500000, 599343.187500, 363.100006, -0.359699, -0.976984, -63.338043
1508317321.000000, 48.234123, 16.337855, 5343188.000000, 599344.562500, 363.399994, -0.334868, -1.005124, -63.514515
1508317322.000000, 48.234115, 16.337875, 5343187.000000, 599346.062500, 363.500000, -0.393337, -0.950284, -63.545708
1508317323.000000, 48.234115, 16.337887, 5343187.000000, 599346.937500, 363.000000, -0.390237, -0.967645, -63.439392
1508317324.000000, 48.234115, 16.337898, 5343187.000000, 599347.812500, 362.600006, -0.291175, -0.981585, -63.469391
1508317325.000000, 48.234117, 16.337898, 5343187.000000, 599347.812500, 362.700012, -0.345568, -0.983247, -63.415314
1508317326.000000, 48.234118, 16.337902, 5343187.500000, 599348.062500, 363.000000, -0.363804, -1.029164, -63.550953
1508317327.000000, 48.234117, 16.337912, 5343187.000000, 599348.812500, 363.299988, -0.333515, -0.998249, -63.571217
1508317328.000000, 48.234112, 16.337920, 5343186.500000, 599349.437500, 363.500000, -0.354519, -0.980706, -63.681061
1508317329.000000, 48.234110, 16.337928, 5343186.500000, 599350.062500, 363.799988, -0.317283, -1.025228, -63.659561
1508317330.000000, 48.234105, 16.337937, 5343186.000000, 599350.687500, 364.000000, -0.290756, -1.018063, -63.487881
1508317331.000000, 48.234100, 16.337945, 5343185.500000, 599351.312500, 364.200012, -0.344276, -0.993473, -63.598339
1508317332.000000, 48.234095, 16.337957, 5343184.500000, 599352.187500, 364.399994, -0.309323, -0.993223, -63.386234
1508317333.000000, 48.234092, 16.337963, 5343184.500000, 599352.687500, 364.700012, -0.314925, -1.019288, -63.253601
1508317334.000000, 48.234087, 16.337967, 5343184.000000, 599352.937500, 364.899994, -0.345479, -0.969811, -63.529793
1508317335.000000, 48.234088, 16.337962, 5343184.000000, 599352.562500, 364.399994, -0.323311, -1.029791, -63.679878
1508317336.000000, 48.234093, 16.337957, 5343184.500000, 599352.187500, 364.000000, -0.290049, -0.996722, -63.498974
1508317337.000000, 48.234098, 16.337953, 5343185.000000, 599351.937500, 363.600006, -0.389766, -0.978365, -63.449608
1508317338.000000, 48.234107, 16.337948, 5343186.000000, 599351.562500, 363.299988, -0.406760, -0.987385, -63.453842
1508317339.000000, 48.234117, 16.337943, 5343187.000000, 599351.125000, 363.000000, -0.366251, -0.961357, -63.397377
1508317340.000000, 48.234127, 16.337940, 5343188.000000, 599350.875000, 362.600006, -0.272363, -0.975656, -63.400543
1508317341.000000, 48.234142, 16.337938, 5343190.000000, 599350.750000, 362.299988, -0.320433, -1.047047, -63.596825
1508317342.000000, 48.234150, 16.337935, 5343191.000000, 599350.500000, 362.000000, -0.370065, -1.002977, -63.388546
1508317343.000000, 48.234157, 16.337933, 5343191.500000, 599350.312500, 361.700012, -0.372298, -1.002454, -63.385780
1508317344.000000, 48.234163, 16.337927, 5343192.500000, 599349.812500, 361.399994, -0.329758, -0.984618, -63.536312
1508317345.000000, 48.234165, 16.337927, 5343192.500000, 599349.812500, 361.000000, -0.340613, -1.011744, -63.395309
1508317346.000000, 48.234173, 16.337920, 5343193.500000, 599349.312500, 360.700012, -0.295294, -1.010026, -63.596397
1508317347.000000, 48.234190, 16.337913, 5343195.500000, 599348.812500, 360.500000, -0.356720, -1.004029, -63.580597
1508317348.000000, 48.234205, 16.337898, 5343197.000000, 599347.625000, 360.200012, -0.340527, -1.002064, -63.498230
1508317349.000000, 48.234220, 16.337880, 5343198.500000, 599346.250000, 360.000000, -0.328679, -1.005269, -63.398216
1508317350.000000, 48.234243, 16.337853, 5343201.000000, 599344.250000, 359.700012, -0.338823, -0.974316, -63.606800
1508317351.000000, 48.234270, 16.337813, 5343204.000000, 599341.187500, 359.500000, -0.334157, -0.985770, -63.326294
1508317352.000000, 48.234288, 16.337778, 5343206.000000, 599338.562500, 359.299988, -0.313108, -0.971153, -63.602482
1508317353.000000, 48.234298, 16.337760, 5343207.000000, 599337.187500, 359.100006, -0.355464, -0.982927, -63.645187
1508317354.000000, 48.234317, 16.337730, 5343209.000000, 599334.937500, 358.899994, -0.357342, -0.968064, -63.344879
1508317355.000000, 48.234342, 16.337693, 5343212.000000, 599332.125000, 358.700012, -0.368719, -1.057109, -63.702923
1508317356.000000, 48.234383, 16.337635, 5343216.500000, 599327.750000, 358.500000, -0.336628, -1.012097, -63.686729
1508317357.000000, 48.234428, 16.337578, 5343221.500000, 599323.437500, 358.100006, -0.332865, -1.040104, -63.607147
1508317358.000000, 48.234455, 16.337537, 5343224.000000, 599320.312500, 357.899994, -0.318946, -1.004241, -63.565998
1508317359.000000, 48.234483, 16.337493, 5343227.500000, 599317.000000, 357.700012, -0.330376, -1.002083, -63.483707
1508317360.000000, 48.234502, 16.337448, 5343229.500000, 599313.625000, 357.500000, -0.350434, -0.945580, -63.504719
1508317361.000000, 48.234527, 16.337393, 5343232.000000, 599309.500000, 357.200012, -0.324262, -0.883535, -63.345226
1508317362.000000, 48.234540, 16.337352, 5343233.500000, 599306.375000, 357.000000, -0.363853, -0.947492, -63.291557
1508317363.000000, 48.234562, 16.337300, 5343236.000000, 599302.500000, 356.799988, -0.377982, -0.960511, -63.484989
1508317364.000000, 48.234622, 16.337187, 5343242.500000, 599294.000000, 356.600006, -0.388269, -0.932760, -63.428555
1508317365.000000, 48.234657, 16.337137, 5343246.000000, 599290.187500, 356.399994, -0.351380, -0.993368, -63.559830
1508317366.000000, 48.234698, 16.337073, 5343250.500000, 599285.437500, 356.200012, -0.381627, -0.959876, -63.370525
1508317367.000000, 48.234743, 16.337005, 5343255.500000, 599280.250000, 356.000000, -0.377608, -0.996091, -63.525810
1508317368.000000, 48.234772, 16.336973, 5343258.500000, 599277.875000, 355.799988, -0.383496, -0.962422, -63.509338
1508317369.000000, 48.234802, 16.336948, 5343262.000000, 599275.937500, 355.399994, -0.301925, -1.057778, -63.589451
1508317370.000000, 48.234848, 16.336878, 5343267.000000, 599270.625000, 355.100006, -0.331335, -0.991931, -63.548599
1508317371.000000, 48.234890, 16.336818, 5343271.500000, 599266.125000, 354.700012, -0.383995, -1.019909, -63.214405
1508317372.000000, 48.234933, 16.336750, 5343276.500000, 599260.937500, 354.399994, -0.381189, -0.977134, -63.356075
1508317373.000000, 48.234978, 16.336673, 5343281.500000, 599255.187500, 354.100006, -0.352646, -1.000305, -63.584232
1508317374.000000, 48.235030, 16.336590, 5343287.000000, 599248.875000, 353.799988, -0.339416, -0.943833, -63.512371
1508317375.000000, 48.235077, 16.336518, 5343292.000000, 599243.500000, 353.500000, -0.337068, -1.025944, -63.329704
1508317376.000000, 48.235117, 16.336455, 5343296.500000, 599238.687500, 353.100006, -0.312092, -0.977982, -63.331963
1508317377.000000, 48.235138, 16.336413, 5343298.500000, 599235.562500, 352.799988, -0.345284, -1.003721, -63.428024
1508317378.000000, 48.235167, 16.336370, 5343302.000000, 599232.312500, 352.399994, -0.384860, -0.948438, -63.143833
1508317379.000000, 48.235197, 16.336315, 5343305.000000, 599228.125000, 352.200012, -0.367090, -0.970547, -63.081810
1508317380.000000, 48.235242, 16.336218, 5343310.000000, 599220.875000, 352.000000, -0.395946, -0.960844, -63.205276
1508317381.000000, 48.235300, 16.336132, 5343316.500000, 599214.312500, 351.700012, -0.381965, -0.981950, -63.230713
1508317382.000000, 48.235360, 16.336010, 5343323.000000, 599205.187500, 351.500000, -0.343261, -1.040747, -63.708851
1508317383.000000, 48.235417, 16.335928, 5343329.000000, 599199.000000, 351.200012, -0.306242, -0.993330, -63.628433
1508317384.000000, 48.235488, 16.335807, 5343337.000000, 599189.812500, 351.000000, -0.330744, -0.998951, -63.702118
1508317385.000000, 48.235530, 16.335735, 5343341.500000, 599184.437500, 350.899994, -0.324126, -0.990146, -63.700176
1508317386.000000, 48.235597, 16.335623, 5343348.500000, 599176.000000, 350.700012, -0.357298, -0.932361, -63.594231
1508317387.000000, 48.235662, 16.335513, 5343355.500000, 599167.750000, 350.500000, -0.316637, -0.986238, -63.704430
1508317388.000000, 48.235718, 16.335415, 5343362.000000, 599160.312500, 350.299988, -0.328033, -1.002098, -63.704067
1508317389.000000, 48.235798, 16.335287, 5343370.500000, 599150.625000, 350.100006, -0.327034, -1.001232, -63.641743
1508317390.000000, 48.235880, 16.335152, 5343379.500000, 599140.437500, 350.000000, -0.348136, -1.027850, -63.715199
1508317391.000000, 48.235975, 16.335002, 5343390.000000, 599129.125000, 349.799988, -0.365337, -0.997158, -63.655151
1508317392.000000, 48.236030, 16.334920, 5343396.000000, 599122.937500, 349.899994, -0.396023, -0.971099, -63.574100
1508317393.000000, 48.236030, 16.334932, 5343396.000000, 599123.812500, 350.000000, -0.355701, -1.005762, -63.637306
1508317394.000000, 48.236078, 16.334838, 5343401.000000, 599116.812500, 349.799988, -0.344123, -1.022374, -63.715363
1508317395.000000, 48.235995, 16.334987, 5343392.000000, 599128.000000, 350.000000, -0.340246, -1.007921, -63.513268
1508317396.000000, 48.235895, 16.335172, 5343381.000000, 599141.937500, 350.200012, -0.330461, -1.002914, -63.672333
1508317397.000000, 48.235810, 16.335333, 5343372.000000, 599154.062500, 350.399994, -0.324402, -1.005020, -63.695095
1508317398.000000, 48.235707, 16.335528, 5343360.500000, 599168.750000, 350.500000, -0.309852, -1.021080, -63.678329
1508317399.000000, 48.235605, 16.335712, 5343349.500000, 599182.562500, 350.799988, -0.354068, -1.013252, -63.677792
1508317400.000000, 48.235525, 16.335858, 5343341.000000, 599193.625000, 351.000000, -0.320820, -1.024453, -63.720528
1508317401.000000, 48.235403, 16.336080, 5343327.500000, 599210.312500, 351.299988, -0.321818, -1.015860, -63.688118
1508317402.000000, 48.235302, 16.336267, 5343316.500000, 599224.375000, 351.600006, -0.333898, -0.991930, -63.720547
1508317403.000000, 48.235213, 16.336427, 5343307.000000, 599236.437500, 351.899994, -0.334192, -1.013949, -63.618965
1508317404.000000, 48.235128, 16.336597, 5343298.000000, 599249.187500, 351.799988, -0.337995, -1.013345, -63.682560
1508317405.000000, 48.235048, 16.336755, 5343289.000000, 599261.125000, 351.700012, -0.353700, -1.035231, -63.725323
1508317406.000000, 48.234972, 16.336898, 5343281.000000, 599271.875000, 351.899994, -0.359421, -1.012679, -63.728783
1508317407.000000, 48.234897, 16.337052, 5343272.500000, 599283.437500, 351.799988, -0.336009, -1.009322, -63.717335
1508317408.000000, 48.234830, 16.337190, 5343265.500000, 599293.812500, 351.700012, -0.346678, -1.008723, -63.673313
1508317409.000000, 48.234778, 16.337298, 5343260.000000, 599302.000000, 351.600006, -0.338183, -1.011879, -63.657703
1508317410.000000, 48.234728, 16.337403, 5343254.500000, 599309.875000, 351.500000, -0.345955, -1.004922, -63.653797
1508317411.000000, 48.234682, 16.337505, 5343249.500000, 599317.500000, 351.299988, -0.371654, -1.017710, -63.684593
1508317412.000000, 48.234638, 16.337600, 5343244.500000, 599324.625000, 351.399994, -0.358497, -0.998614, -63.726284
1508317413.000000, 48.234602, 16.337680, 5343240.500000, 599330.687500, 351.200012, -0.326886, -1.011742, -63.718132
1508317414.000000, 48.234573, 16.337737, 5343237.500000, 599334.937500, 351.399994, -0.311769, -1.041057, -63.722843
1508317415.000000, 48.234543, 16.337812, 5343234.500000, 599340.562500, 351.200012, -0.357302, -1.035200, -63.712868
1508317416.000000, 48.234515, 16.337878, 5343231.500000, 599345.562500, 351.100006, -0.331413, -1.044052, -63.760662
1508317417.000000, 48.234488, 16.337923, 5343228.500000, 599348.937500, 351.200012, -0.351579, -1.071278, -63.727646
1508317418.000000, 48.234462, 16.337967, 5343225.500000, 599352.187500, 351.399994, -0.349987, -1.065714, -63.772736
1508317419.000000, 48.234435, 16.338015, 5343222.500000, 599355.875000, 351.500000, -0.343063, -1.060804, -63.723759
1508317420.000000, 48.234415, 16.338052, 5343220.500000, 599358.625000, 351.600006, -0.355532, -1.069311, -63.700073
1508317421.000000, 48.234398, 16.338078, 5343218.500000, 599360.625000, 351.799988, -0.383388, -1.033786, -63.734146
1508317422.000000, 48.234385, 16.338098, 5343217.000000, 599362.125000, 351.899994, -0.329108, -1.009051, -63.715992
1508317423.000000, 48.234372, 16.338120, 5343215.500000, 599363.750000, 352.100006, -0.336671, -1.035125, -63.730114
1508317424.000000, 48.234357, 16.338142, 5343214.000000, 599365.437500, 352.200012, -0.332033, -1.007951, -63.730293
1508317425.000000, 48.234343, 16.338155, 5343212.500000, 599366.437500, 352.299988, -0.376684, -1.015803, -63.725060
1508317426.000000, 48.234330, 16.338170, 5343211.000000, 599367.562500, 352.500000, -0.412914, -0.969580, -63.579025
1508317427.000000, 48.234317, 16.338182, 5343209.500000, 599368.437500, 352.600006, -0.331665, -1.002855, -63.704422
1508317428.000000, 48.234302, 16.338195, 5343208.000000, 599369.500000, 352.700012, -0.340686, -0.977630, -63.738899
1508317429.000000, 48.234283, 16.338213, 5343206.000000, 599370.875000, 352.899994, -0.362906, -1.007932, -63.649620
1508317430.000000, 48.234270, 16.338238, 5343204.500000, 599372.750000, 352.600006, -0.354224, -1.031505, -63.712440
1508317431.000000, 48.234257, 16.338262, 5343203.000000, 599374.500000, 352.299988, -0.312310, -0.990650, -63.702293
1508317432.000000, 48.234247, 16.338285, 5343202.000000, 599376.250000, 352.100006, -0.335917, -0.972834, -63.717747
1508317433.000000, 48.234237, 16.338305, 5343201.000000, 599377.750000, 351.799988, -0.330839, -1.023877, -63.692986
1508317434.000000, 48.234230, 16.338327, 5343200.000000, 599379.375000, 351.600006, -0.333920, -1.010779, -63.718769
1508317435.000000, 48.234225, 16.338343, 5343199.500000, 599380.625000, 351.299988, -0.398833, -1.032640, -63.651871
1508317436.000000, 48.234220, 16.338357, 5343199.000000, 599381.625000, 351.100006, -0.340305, -1.022723, -63.712360
1508317437.000000, 48.234220, 16.338343, 5343199.000000, 599380.625000, 351.200012, -0.311890, -1.005682, -63.680485
1508317438.000000, 48.234227, 16.338327, 5343200.000000, 599379.375000, 351.299988, -0.382860, -1.008104, -63.633739
1508317439.000000, 48.234222, 16.338330, 5343199.500000, 599379.687500, 351.399994, -0.327023, -1.015665, -63.711800
1508317440.000000, 48.234213, 16.338338, 5343198.500000, 599380.312500, 351.500000, -0.310785, -1.019024, -63.707947
1508317441.000000, 48.234205, 16.338345, 5343197.500000, 599380.812500, 351.600006, -0.362423, -1.030128, -63.528000
1508317442.000000, 48.234200, 16.338345, 5343197.000000, 599380.812500, 351.799988, -0.372267, -1.000411, -63.647915
1508317443.000000, 48.234193, 16.338345, 5343196.000000, 599380.812500, 351.899994, -0.350985, -1.013103, -63.680672
1508317444.000000, 48.234185, 16.338350, 5343195.500000, 599381.187500, 352.000000, -0.291528, -0.963703, -63.712337
1508317445.000000, 48.234175, 16.338358, 5343194.000000, 599381.875000, 352.100006, -0.330297, -1.022267, -63.725807
1508317446.000000, 48.234167, 16.338365, 5343193.000000, 599382.375000, 352.299988, -0.331098, -1.000020, -63.689842
1508317447.000000, 48.234158, 16.338375, 5343192.500000, 599383.125000, 352.100006, -0.367694, -1.017656, -63.724525
1508317448.000000, 48.234148, 16.338388, 5343191.000000, 599384.125000, 352.000000, -0.343901, -1.003770, -63.748447
1508317449.000000, 48.234143, 16.338403, 5343190.500000, 599385.250000, 351.799988, -0.356625, -0.998138, -63.742191
1508317450.000000, 48.234142, 16.338413, 5343190.500000, 599386.000000, 351.600006, -0.394080, -0.939586, -63.538124
1508317451.000000, 48.234138, 16.338422, 5343190.000000, 599386.625000, 351.399994, -0.337700, -1.020214, -63.636528
1508317452.000000, 48.234138, 16.338427, 5343190.000000, 599387.000000, 351.399994, -0.386901, -1.026006, -63.734123
1508317453.000000, 48.234138, 16.338428, 5343190.000000, 599387.125000, 351.200012, -0.317610, -1.025523, -63.690231
1508317454.000000, 48.234142, 16.338432, 5343190.500000, 599387.375000, 351.200012, -0.385121, -0.988895, -63.571156
1508317455.000000, 48.234143, 16.338435, 5343190.500000, 599387.625000, 351.200012, -0.340241, -0.970499, -63.727425
1508317456.000000, 48.234147, 16.338438, 5343191.000000, 599387.875000, 351.200012, -0.340522, -0.960106, -63.730762
1508317457.000000, 48.234148, 16.338442, 5343191.500000, 599388.125000, 351.200012, -0.354426, -1.047075, -63.708412
1508317458.000000, 48.234152, 16.338445, 5343191.500000, 599388.312500, 351.200012, -0.363575, -0.982913, -63.642590
1508317459.000000, 48.234153, 16.338448, 5343192.000000, 599388.562500, 351.200012, -0.356132, -1.006435, -63.737999
1508317460.000000, 48.234157, 16.338452, 5343192.000000, 599388.812500, 351.200012, -0.403625, -1.026563, -63.739002
1508317461.000000, 48.234158, 16.338455, 5343192.500000, 599389.062500, 351.200012, -0.353414, -1.006124, -63.733482
1508317462.000000, 48.234162, 16.338458, 5343193.000000, 599389.312500, 351.100006, -0.358264, -0.977425, -63.661282
1508317463.000000, 48.234163, 16.338462, 5343193.000000, 599389.562500, 351.100006, -0.366489, -0.982747, -63.654213
1508317464.000000, 48.234167, 16.338465, 5343193.500000, 599389.812500, 351.100006, -0.326118, -0.992438, -63.725407
1508317465.000000, 48.234168, 16.338468, 5343193.500000, 599390.062500, 351.100006, -0.365305, -1.017384, -63.726215
1508317466.000000, 48.234172, 16.338472, 5343194.000000, 599390.250000, 351.100006, -0.364403, -1.006850, -63.731163
1508317467.000000, 48.234173, 16.338475, 5343194.000000, 599390.500000, 351.100006, -0.357323, -0.994115, -63.733414
1508317468.000000, nan, nan, nan, nan, nan, -0.380494, -0.996871, -63.726311
1508317469.000000, nan, nan, nan, nan, nan, -0.362722, -1.017929, -63.743813
1508317470.000000, nan, nan, nan, nan, nan, -0.356779, -0.983455, -63.653553
1508317471.000000, nan, nan, nan, nan, nan, -0.364283, -1.007956, -63.717709
1508317472.000000, nan, nan, nan, nan, nan, -0.353829, -1.005048, -63.713223
1508317473.000000, nan, nan, nan, nan, nan, -0.344070, -0.998415, -63.715759
1508317474.000000, nan, nan, nan, nan, nan, -0.383986, -0.987645, -63.653469
1508317475.000000, nan, nan, nan, nan, nan, -0.376757, -0.968960, -63.584339
1508317476.000000, nan, nan, nan, nan, nan, -0.319836, -0.975628, -63.719334
1508317477.000000, nan, nan, nan, nan, nan, -0.300927, -1.018019, -63.562973
1508317478.000000, nan, nan, nan, nan, nan, -0.395277, -0.981672, -63.654144
1508317479.000000, nan, nan, nan, nan, nan, -0.383306, -0.981504, -63.730698
1508317480.000000, nan, nan, nan, nan, nan, -0.352090, -0.974716, -63.610382
1508317481.000000, nan, nan, nan, nan, nan, -0.351837, -0.997685, -63.720726
1508317482.000000, nan, nan, nan, nan, nan, -0.316874, -1.009934, -63.672432
1508317483.000000, nan, nan, nan, nan, nan, -0.397386, -0.989875, -63.737587
1508317484.000000, nan, nan, nan, nan, nan, -0.345911, -1.001786, -63.725708
1508317485.000000, nan, nan, nan, nan, nan, -0.394175, -1.007622, -63.597324
1508317486.000000, nan, nan, nan, nan, nan, -0.343683, -1.009030, -63.711185
1508317487.000000, 48.234253, 16.338475, 5343203.000000, 599390.375000, 348.000000, -0.398066, -0.985217, -63.656635
1508317488.000000, 48.234212, 16.338582, 5343198.500000, 599398.375000, 345.600006, -0.368154, -0.971650, -63.655830
1508317489.000000, 48.234180, 16.338667, 5343195.000000, 599404.750000, 343.299988, -0.293840, -1.002643, -63.651718
1508317490.000000, 48.234165, 16.338733, 5343193.500000, 599409.750000, 341.700012, -0.346348, -1.014748, -63.724403
1508317491.000000, 48.234157, 16.338788, 5343192.500000, 599413.812500, 340.000000, -0.395615, -1.003406, -63.739269
1508317492.000000, 48.234142, 16.338853, 5343191.000000, 599418.687500, 338.500000, -0.333375, -0.977182, -63.628567
1508317493.000000, 48.234135, 16.338903, 5343190.500000, 599422.375000, 337.200012, -0.343911, -0.979531, -63.733543
1508317494.000000, 48.234135, 16.338912, 5343190.500000, 599423.000000, 336.700012, -0.330452, -1.003008, -63.711121
1508317495.000000, 48.234135, 16.338922, 5343190.500000, 599423.750000, 336.200012, -0.367410, -1.015320, -63.731663
1508317496.000000, 48.234092, 16.338937, 5343185.500000, 599424.937500, 337.200012, -0.342217, -1.003303, -63.694553
1508317497.000000, 48.234050, 16.338940, 5343181.000000, 599425.312500, 337.899994, -0.396774, -1.010706, -63.649731
1508317498.000000, 48.234012, 16.338943, 5343177.000000, 599425.625000, 338.000000, -0.389641, -0.987346, -63.647903
1508317499.000000, 48.233980, 16.338940, 5343173.000000, 599425.437500, 337.700012, -0.379487, -0.993389, -63.731564
1508317500.000000, 48.233962, 16.338943, 5343171.000000, 599425.687500, 339.200012, -0.305456, -1.020940, -63.680569
1508317501.000000, 48.233948, 16.338955, 5343169.500000, 599426.625000, 340.100006, -0.401631, -1.007558, -63.624454
1508317502.000000, 48.233927, 16.338970, 5343167.500000, 599427.750000, 341.000000, -0.380306, -0.957545, -63.659454
1508317503.000000, 48.233908, 16.338988, 5343165.500000, 599429.125000, 342.299988, -0.397984, -0.994356, -63.608265
1508317504.000000, 48.233905, 16.338987, 5343165.000000, 599429.062500, 342.200012, -0.314676, -1.012949, -63.655590
1508317505.000000, 48.233900, 16.338983, 5343164.500000, 599428.812500, 342.100006, -0.390924, -0.958298, -63.621456
1508317506.000000, 48.233897, 16.338978, 5343164.000000, 599428.437500, 342.500000, -0.371746, -0.969130, -63.647842
1508317507.000000, 48.233895, 16.338977, 5343164.000000, 599428.312500, 342.799988, -0.353996, -1.017229, -63.726509
1508317508.000000, 48.233893, 16.338973, 5343163.500000, 599428.062500, 342.799988, -0.368755, -0.989958, -63.737469
1508317509.000000, 48.233890, 16.338972, 5343163.500000, 599427.937500, 342.299988, -0.334156, -1.006619, -63.718243
1508317510.000000, 48.233883, 16.338963, 5343162.500000, 599427.375000, 342.200012, -0.342421, -0.991293, -63.727020
1508317511.000000, 48.233848, 16.338997, 5343158.500000, 599429.875000, 343.600006, -0.342239, -1.008212, -63.779114
1508317512.000000, 48.233840, 16.338992, 5343157.500000, 599429.562500, 343.000000, -0.406478, -0.953780, -63.565228
1508317513.000000, 48.233818, 16.339000, 5343155.500000, 599430.187500, 343.000000, -0.313255, -1.020131, -63.689671
1508317514.000000, 48.233795, 16.339007, 5343153.000000, 599430.750000, 343.899994, -0.330650, -1.016178, -63.701889
1508317515.000000, 48.233772, 16.339015, 5343150.000000, 599431.375000, 344.600006, -0.309525, -1.031744, -63.610806
1508317516.000000, 48.233762, 16.339012, 5343149.000000, 599431.187500, 345.200012, -0.343847, -0.963619, -63.654583
1508317517.000000, 48.233737, 16.339027, 5343146.500000, 599432.312500, 346.200012, -0.343282, -1.027266, -63.725311
1508317518.000000, 48.233720, 16.339035, 5343144.500000, 599433.000000, 346.799988, -0.400094, -1.003611, -63.573540
1508317519.000000, 48.233703, 16.339043, 5343142.500000, 599433.625000, 347.299988, -0.407316, -0.982871, -63.572395
1508317520.000000, 48.233688, 16.339053, 5343141.000000, 599434.437500, 347.600006, -0.320478, -0.992931, -63.698971
1508317521.000000, 48.233672, 16.339067, 5343139.000000, 599435.437500, 348.100006, -0.356644, -1.008716, -63.716457
1508317522.000000, 48.233663, 16.339062, 5343138.000000, 599435.062500, 348.700012, -0.329087, -0.993087, -63.711124
1508317523.000000, 48.233648, 16.339067, 5343136.500000, 599435.500000, 349.600006, -0.370805, -1.035703, -63.735119
1508317524.000000, 48.233643, 16.339060, 5343136.000000, 599435.000000, 350.200012, -0.325370, -0.992754, -63.727680
1508317525.000000, 48.233640, 16.339052, 5343135.500000, 599434.375000, 351.000000, -0.350970, -1.020103, -63.690006
1508317526.000000, 48.233627, 16.339052, 5343134.000000, 599434.375000, 352.500000, -0.338289, -0.983225, -63.726269
1508317527.000000, 48.233630, 16.339055, 5343134.500000, 599434.625000, 351.799988, -0.327532, -1.018395, -63.781372
1508317528.000000, 48.233627, 16.339055, 5343134.000000, 599434.625000, 352.299988, -0.341340, -1.040689, -63.709251
1508317529.000000, 48.233623, 16.339052, 5343133.500000, 599434.437500, 352.899994, -0.377371, -0.970996, -63.653805
1508317530.000000, 48.233618, 16.339052, 5343133.000000, 599434.437500, 353.600006, -0.340537, -0.992883, -63.698399
1508317531.000000, 48.233617, 16.339047, 5343133.000000, 599434.062500, 354.299988, -0.329105, -0.983148, -63.630322
1508317532.000000, 48.233613, 16.339038, 5343132.500000, 599433.437500, 355.000000, -0.319585, -0.999628, -63.707912
1508317533.000000, 48.233610, 16.339028, 5343132.000000, 599432.687500, 355.700012, -0.367870, -0.978373, -63.636913
1508317534.000000, 48.233600, 16.339030, 5343131.000000, 599432.875000, 356.600006, -0.341202, -1.006343, -63.725857
1508317535.000000, 48.233600, 16.339017, 5343131.000000, 599431.875000, 357.299988, -0.329386, -1.016511, -63.715424
1508317536.000000, 48.233605, 16.339008, 5343131.500000, 599431.250000, 358.000000, -0.375269, -0.978472, -63.582619
1508317537.000000, 48.233615, 16.338995, 5343132.500000, 599430.187500, 358.799988, -0.337910, -0.997948, -63.700413
1508317538.000000, 48.233620, 16.338987, 5343133.500000, 599429.562500, 359.600006, -0.350265, -1.010407, -63.710884
1508317539.000000, 48.233622, 16.338977, 5343133.500000, 599428.812500, 360.500000, -0.400418, -0.981436, -63.407227
1508317540.000000, 48.233622, 16.338962, 5343133.500000, 599427.750000, 361.299988, -0.319832, -0.978132, -63.712811
1508317541.000000, 48.233620, 16.338950, 5343133.000000, 599426.875000, 362.000000, -0.324481, -0.966601, -63.695362
1508317542.000000, 48.233613, 16.338947, 5343132.500000, 599426.625000, 362.600006, -0.320263, -1.012529, -63.698231
1508317543.000000, 48.233610, 16.338930, 5343132.000000, 599425.375000, 363.299988, -0.324844, -1.019492, -63.660412
1508317544.000000, 48.233612, 16.338913, 5343132.500000, 599424.187500, 363.799988, -0.313620, -0.992595, -63.724319
1508317545.000000, 48.233608, 16.338900, 5343132.000000, 599423.187500, 364.500000, -0.358251, -1.035404, -63.728344
1508317546.000000, 48.233610, 16.338873, 5343132.000000, 599421.187500, 365.299988, -0.334994, -1.009852, -63.718941
1508317547.000000, 48.233608, 16.338857, 5343132.000000, 599419.937500, 366.000000, -0.345445, -0.996903, -63.559826
1508317548.000000, 48.233607, 16.338850, 5343131.500000, 599419.437500, 366.799988, -0.328102, -1.014042, -63.688896
1508317549.000000, 48.233603, 16.338837, 5343131.000000, 599418.500000, 367.700012, -0.320952, -0.997175, -63.718895
1508317550.000000, 48.233607, 16.338835, 5343131.500000, 599418.375000, 367.700012, -0.348231, -1.004955, -63.723354
1508317551.000000, 48.233610, 16.338832, 5343132.000000, 599418.125000, 367.700012, -0.348122, -0.995093, -63.724518
1508317552.000000, 48.233585, 16.338882, 5343129.500000, 599421.875000, 367.200012, -0.328623, -1.023055, -63.589043
