Time, Latitude(DD), Longitude(DD), Latitude(m), Longitude(m), Altitude(m), Roll(deg), Pitch(deg), Yaw(deg)
1508313745.000000, 48.237693, 16.331688, 5343576.500000, 598879.812500, 314.200012, -0.383458, -0.970824, -63.370148
1508313746.000000, 48.237687, 16.331680, 5343576.000000, 598879.187500, 314.299988, -0.335210, -0.976909, -63.564079
1508313747.000000, 48.237677, 16.331683, 5343574.500000, 598879.437500, 314.299988, -0.358356, -0.916698, -63.556931
1508313748.000000, 48.237670, 16.331685, 5343574.000000, 598879.562500, 314.100006, -0.387652, -0.955045, -63.361221
1508313749.000000, 48.237667, 16.331682, 5343573.500000, 598879.375000, 314.100006, -0.332857, -0.963041, -63.521339
1508313750.000000, 48.237657, 16.331667, 5343572.500000, 598878.250000, 314.100006, -0.368857, -0.942393, -63.569271
1508313751.000000, 48.237652, 16.331652, 5343572.000000, 598877.125000, 314.100006, -0.398562, -0.936644, -63.458633
1508313752.000000, 48.237652, 16.331645, 5343572.000000, 598876.687500, 314.100006, -0.375625, -0.920522, -63.560200
1508313753.000000, 48.237652, 16.331635, 5343572.000000, 598875.937500, 314.100006, -0.400361, -0.928382, -63.436512
1508313754.000000, 48.237647, 16.331620, 5343571.500000, 598874.812500, 314.100006, -0.343881, -0.949339, -63.543850
1508313755.000000, 48.237650, 16.331600, 5343571.500000, 598873.312500, 314.100006, -0.331730, -0.916110, -63.421185
1508313756.000000, 48.237653, 16.331590, 5343572.000000, 598872.562500, 314.200012, -0.345220, -0.971424, -63.586174
1508313757.000000, 48.237657, 16.331587, 5343572.500000, 598872.312500, 314.200012, -0.335780, -0.943793, -63.348217
1508313758.000000, 48.237660, 16.331580, 5343573.000000, 598871.812500, 314.299988, -0.364711, -1.004150, -63.392056
1508313759.000000, 48.237660, 16.331580, 5343573.000000, 598871.812500, 314.399994, -0.385940, -0.946925, -63.350018
1508313760.000000, 48.237660, 16.331582, 5343573.000000, 598871.937500, 314.399994, -0.375703, -0.952151, -63.335171
1508313761.000000, 48.237665, 16.331578, 5343573.500000, 598871.687500, 314.399994, -0.330578, -0.977549, -63.470436
1508313762.000000, 48.237668, 16.331570, 5343573.500000, 598871.062500, 314.399994, -0.356658, -0.999505, -63.354374
1508313763.000000, 48.237673, 16.331563, 5343574.000000, 598870.562500, 314.399994, -0.376646, -0.954629, -63.362148
1508313764.000000, 48.237680, 16.331555, 5343575.000000, 598869.937500, 314.399994, -0.359573, -0.944381, -63.356258
1508313765.000000, 48.237683, 16.331548, 5343575.500000, 598869.437500, 314.399994, -0.300893, -0.937137, -63.511017
1508313766.000000, 48.237682, 16.331552, 5343575.000000, 598869.687500, 314.500000, -0.378861, -0.985132, -63.551418
1508313767.000000, 48.237682, 16.331562, 5343575.000000, 598870.437500, 314.600006, -0.353096, -0.938856, -63.359600
1508313768.000000, 48.237687, 16.331557, 5343575.500000, 598870.000000, 314.700012, -0.368784, -0.956645, -63.364166
1508313769.000000, 48.237687, 16.331560, 5343575.500000, 598870.250000, 314.600006, -0.363306, -0.953933, -63.521294
1508313770.000000, 48.237692, 16.331565, 5343576.500000, 598870.625000, 314.600006, -0.364674, -1.003449, -63.541569
1508313771.000000, 48.237693, 16.331565, 5343576.500000, 598870.625000, 314.500000, -0.388848, -0.967899, -63.551853
1508313772.000000, 48.237698, 16.331568, 5343577.000000, 598870.875000, 314.500000, -0.371025, -0.967279, -63.541271
1508313773.000000, 48.237698, 16.331565, 5343577.000000, 598870.625000, 314.500000, -0.355188, -0.940235, -63.421169
1508313774.000000, 48.237695, 16.331565, 5343576.500000, 598870.625000, 314.399994, -0.340464, -0.932825, -63.535908
1508313775.000000, 48.237695, 16.331563, 5343576.500000, 598870.500000, 314.399994, -0.393857, -0.976942, -63.554276
1508313776.000000, 48.237690, 16.331567, 5343576.000000, 598870.750000, 314.399994, -0.395223, -0.970529, -63.557812
1508313777.000000, 48.237693, 16.331572, 5343576.500000, 598871.125000, 314.500000, -0.343417, -0.945686, -63.403725
1508313778.000000, 48.237693, 16.331575, 5343576.500000, 598871.375000, 314.600006, -0.343469, -0.960809, -63.573643
1508313779.000000, 48.237693, 16.331583, 5343576.500000, 598872.000000, 314.700012, -0.366975, -0.933338, -63.567616
1508313780.000000, 48.237690, 16.331582, 5343576.000000, 598871.875000, 314.799988, -0.370952, -0.988110, -63.348778
1508313781.000000, 48.237688, 16.331577, 5343576.000000, 598871.500000, 314.899994, -0.370981, -0.978026, -63.355442
1508313782.000000, 48.237687, 16.331568, 5343575.500000, 598870.875000, 314.899994, -0.354985, -0.981921, -63.346840
1508313783.000000, 48.237690, 16.331568, 5343576.000000, 598870.875000, 314.899994, -0.326259, -0.955315, -63.356438
1508313784.000000, 48.237692, 16.331570, 5343576.500000, 598871.000000, 314.899994, -0.364476, -0.956761, -63.530575
1508313785.000000, 48.237697, 16.331567, 5343577.000000, 598870.750000, 314.899994, -0.345762, -0.944934, -63.534737
1508313786.000000, 48.237703, 16.331567, 5343577.500000, 598870.750000, 314.899994, -0.396976, -0.972803, -63.547375
1508313787.000000, 48.237708, 16.331573, 5343578.000000, 598871.250000, 315.000000, -0.385426, -0.929044, -63.358341
1508313788.000000, 48.237717, 16.331582, 5343579.000000, 598871.812500, 315.100006, -0.332275, -0.971850, -63.525593
1508313789.000000, 48.237717, 16.331593, 5343579.000000, 598872.687500, 315.200012, -0.374846, -0.991175, -63.550919
1508313790.000000, 48.237722, 16.331600, 5343579.500000, 598873.187500, 315.200012, -0.411118, -0.969923, -63.550636
1508313791.000000, 48.237723, 16.331602, 5343580.000000, 598873.312500, 315.299988, -0.372582, -0.946346, -63.547791
1508313792.000000, 48.237725, 16.331593, 5343580.000000, 598872.687500, 315.299988, -0.359873, -0.941759, -63.334927
1508313793.000000, 48.237730, 16.331598, 5343580.500000, 598873.062500, 315.299988, -0.351328, -0.971320, -63.526043
1508313794.000000, 48.237727, 16.331602, 5343580.000000, 598873.312500, 315.299988, -0.348509, -0.945886, -63.552082
1508313795.000000, 48.237730, 16.331608, 5343580.500000, 598873.812500, 315.299988, -0.348053, -0.960998, -63.551090
1508313796.000000, 48.237730, 16.331607, 5343580.500000, 598873.687500, 315.200012, -0.325797, -0.921376, -63.531410
1508313797.000000, 48.237728, 16.331610, 5343580.500000, 598873.937500, 315.200012, -0.332881, -0.935511, -63.557831
1508313798.000000, 48.237730, 16.331612, 5343580.500000, 598874.000000, 315.200012, -0.373894, -0.964341, -63.367550
1508313799.000000, 48.237730, 16.331612, 5343580.500000, 598874.000000, 315.100006, -0.388131, -0.941341, -63.358730
1508313800.000000, 48.237737, 16.331613, 5343581.500000, 598874.125000, 315.100006, -0.336142, -0.966071, -63.406300
1508313801.000000, 48.237740, 16.331608, 5343581.500000, 598873.750000, 315.100006, -0.333195, -0.970835, -63.333778
1508313802.000000, 48.237742, 16.331605, 5343582.000000, 598873.500000, 315.200012, -0.331807, -0.962049, -63.557392
1508313803.000000, 48.237745, 16.331597, 5343582.000000, 598872.875000, 315.299988, -0.333826, -0.909145, -63.358784
1508313804.000000, 48.237745, 16.331597, 5343582.000000, 598872.875000, 315.299988, -0.343618, -0.929645, -63.519516
1508313805.000000, 48.237747, 16.331598, 5343582.500000, 598873.000000, 315.299988, -0.376558, -0.923329, -63.355854
1508313806.000000, 48.237748, 16.331613, 5343582.500000, 598874.125000, 315.200012, -0.339674, -0.975441, -63.581116
1508313807.000000, 48.237742, 16.331627, 5343582.000000, 598875.125000, 315.100006, -0.358250, -0.986496, -63.368458
1508313808.000000, 48.237737, 16.331642, 5343581.500000, 598876.250000, 315.100006, -0.335147, -0.951137, -63.533310
1508313809.000000, 48.237735, 16.331638, 5343581.000000, 598876.000000, 315.000000, -0.382783, -0.989621, -63.351315
1508313810.000000, 48.237735, 16.331648, 5343581.000000, 598876.750000, 315.000000, -0.335679, -0.988610, -63.412891
1508313811.000000, 48.237735, 16.331655, 5343581.000000, 598877.250000, 314.899994, -0.326421, -0.980656, -63.571598
1508313812.000000, 48.237738, 16.331665, 5343581.500000, 598878.000000, 314.799988, -0.364181, -0.923441, -63.384365
1508313813.000000, 48.237737, 16.331680, 5343581.500000, 598879.062500, 314.799988, -0.373209, -0.977544, -63.533356
1508313814.000000, 48.237735, 16.331693, 5343581.000000, 598880.062500, 314.700012, -0.419238, -0.954064, -63.467735
1508313815.000000, 48.237733, 16.331698, 5343581.000000, 598880.437500, 314.600006, -0.378954, -0.955582, -63.556286
1508313816.000000, 48.237735, 16.331708, 5343581.500000, 598881.187500, 314.700012, -0.339613, -0.940969, -63.548985
1508313817.000000, 48.237737, 16.331707, 5343581.500000, 598881.062500, 314.600006, -0.379788, -0.931865, -63.538441
1508313818.000000, 48.237740, 16.331717, 5343582.000000, 598881.812500, 314.500000, -0.367577, -0.891405, -63.471851
1508313819.000000, 48.237740, 16.331720, 5343582.000000, 598882.062500, 314.399994, -0.343077, -0.937773, -63.549458
1508313820.000000, 48.237737, 16.331715, 5343581.500000, 598881.687500, 314.399994, -0.404420, -0.940842, -63.375111
1508313821.000000, 48.237738, 16.331720, 5343581.500000, 598882.062500, 314.500000, -0.363726, -0.936063, -63.529148
1508313822.000000, 48.237740, 16.331725, 5343582.000000, 598882.437500, 314.500000, -0.407102, -0.971897, -63.544392
1508313823.000000, 48.237740, 16.331727, 5343582.000000, 598882.562500, 314.500000, -0.376172, -0.919680, -63.543800
1508313824.000000, 48.237748, 16.331738, 5343583.000000, 598883.375000, 314.500000, -0.339522, -0.937027, -63.354038
1508313825.000000, 48.237755, 16.331750, 5343583.500000, 598884.250000, 314.600006, -0.327895, -0.945662, -63.514194
1508313826.000000, 48.237758, 16.331762, 5343584.000000, 598885.125000, 314.500000, -0.366105, -0.959285, -63.546646
1508313827.000000, 48.237760, 16.331765, 5343584.000000, 598885.375000, 314.500000, -0.375005, -0.987024, -63.362190
1508313828.000000, 48.237755, 16.331773, 5343583.500000, 598886.000000, 314.600006, -0.333270, -0.920500, -63.348927
1508313829.000000, 48.237752, 16.331778, 5343583.000000, 598886.375000, 314.500000, -0.326786, -1.000400, -63.554802
1508313830.000000, 48.237753, 16.331788, 5343583.500000, 598887.125000, 314.500000, -0.368190, -0.949116, -63.350506
1508313831.000000, 48.237755, 16.331803, 5343583.500000, 598888.187500, 314.600006, -0.297347, -0.942195, -63.567059
1508313832.000000, 48.237755, 16.331802, 5343583.500000, 598888.062500, 314.500000, -0.337203, -0.949535, -63.348125
1508313833.000000, 48.237757, 16.331800, 5343584.000000, 598887.937500, 314.500000, -0.345427, -0.973161, -63.516552
1508313834.000000, 48.237752, 16.331795, 5343583.000000, 598887.625000, 314.500000, -0.378154, -0.959893, -63.357689
1508313835.000000, 48.237755, 16.331793, 5343583.500000, 598887.500000, 314.399994, -0.310605, -0.993846, -63.554859
1508313836.000000, 48.237757, 16.331788, 5343584.000000, 598887.125000, 314.299988, -0.341286, -0.931423, -63.548653
1508313837.000000, 48.237760, 16.331790, 5343584.000000, 598887.187500, 314.299988, -0.376783, -0.973508, -63.555851
1508313838.000000, 48.237763, 16.331795, 5343584.500000, 598887.562500, 314.299988, -0.365705, -0.985227, -63.375706
1508313839.000000, 48.237767, 16.331790, 5343585.000000, 598887.187500, 314.299988, -0.331881, -0.980598, -63.522541
1508313840.000000, 48.237763, 16.331793, 5343584.500000, 598887.437500, 314.500000, -0.364984, -0.950948, -63.381462
1508313841.000000, 48.237757, 16.331798, 5343584.000000, 598887.812500, 314.600006, -0.370700, -0.957189, -63.526287
1508313842.000000, 48.237750, 16.331805, 5343583.000000, 598888.375000, 314.700012, -0.357512, -0.946375, -63.540390
1508313843.000000, 48.237748, 16.331815, 5343583.000000, 598889.062500, 314.700012, -0.376449, -0.937027, -63.532730
1508313844.000000, 48.237743, 16.331812, 5343582.500000, 598888.875000, 314.700012, -0.373771, -0.899961, -63.355358
1508313845.000000, 48.237743, 16.331807, 5343582.500000, 598888.500000, 314.600006, -0.368876, -0.936796, -63.344643
1508313846.000000, 48.237742, 16.331805, 5343582.000000, 598888.375000, 314.600006, -0.382291, -0.929361, -63.354504
1508313847.000000, 48.237737, 16.331803, 5343581.500000, 598888.250000, 314.799988, -0.377023, -0.945764, -63.341526
1508313848.000000, 48.237735, 16.331798, 5343581.500000, 598887.875000, 314.799988, -0.325548, -0.954422, -63.521503
1508313849.000000, 48.237728, 16.331797, 5343580.500000, 598887.750000, 314.799988, -0.348890, -0.978673, -63.545681
1508313850.000000, 48.237722, 16.331793, 5343580.000000, 598887.562500, 314.799988, -0.366057, -0.937537, -63.547943
1508313851.000000, 48.237712, 16.331792, 5343579.000000, 598887.437500, 314.899994, -0.392508, -0.942273, -63.552456
1508313852.000000, 48.237705, 16.331788, 5343578.000000, 598887.187500, 315.000000, -0.393607, -0.971619, -63.550053
1508313853.000000, 48.237702, 16.331778, 5343577.500000, 598886.437500, 315.000000, -0.362399, -0.973734, -63.345062
1508313854.000000, 48.237697, 16.331767, 5343577.000000, 598885.625000, 315.000000, -0.333480, -0.958823, -63.516506
1508313855.000000, 48.237687, 16.331748, 5343576.000000, 598884.250000, 314.899994, -0.345702, -0.950716, -63.347500
1508313856.000000, 48.237680, 16.331738, 5343575.000000, 598883.562500, 314.899994, -0.311623, -0.940112, -63.548557
1508313857.000000, 48.237670, 16.331728, 5343574.000000, 598882.812500, 315.000000, -0.360773, -0.958869, -63.549591
1508313858.000000, 48.237665, 16.331720, 5343573.500000, 598882.187500, 315.100006, -0.321676, -0.978337, -63.382202
1508313859.000000, 48.237662, 16.331720, 5343573.000000, 598882.187500, 315.100006, -0.346057, -0.968606, -63.513901
1508313860.000000, 48.237658, 16.331722, 5343573.000000, 598882.312500, 315.100006, -0.359397, -0.941000, -63.557274
1508313861.000000, 48.237657, 16.331735, 5343572.500000, 598883.312500, 315.200012, -0.353091, -0.958002, -63.557606
1508313862.000000, 48.237655, 16.331745, 5343572.500000, 598884.062500, 315.200012, -0.365096, -0.937490, -63.361343
1508313863.000000, 48.237652, 16.331748, 5343572.000000, 598884.312500, 315.299988, -0.328408, -0.971974, -63.507771
1508313864.000000, 48.237648, 16.331753, 5343571.500000, 598884.687500, 315.299988, -0.353407, -0.959443, -63.363403
1508313865.000000, 48.237643, 16.331757, 5343571.000000, 598884.937500, 315.299988, -0.388106, -0.930307, -63.268658
1508313866.000000, 48.237637, 16.331752, 5343570.500000, 598884.625000, 315.200012, -0.334265, -0.954068, -63.517876
1508313867.000000, 48.237635, 16.331745, 5343570.000000, 598884.125000, 315.200012, -0.377522, -0.943000, -63.538013
1508313868.000000, 48.237633, 16.331742, 5343570.000000, 598883.875000, 315.200012, -0.379644, -0.944140, -63.373188
1508313869.000000, 48.237632, 16.331740, 5343570.000000, 598883.750000, 315.299988, -0.347284, -0.972614, -63.507725
1508313870.000000, 48.237628, 16.331735, 5343569.500000, 598883.375000, 315.399994, -0.352782, -0.938520, -63.545616
1508313871.000000, 48.237627, 16.331733, 5343569.500000, 598883.250000, 315.399994, -0.370467, -0.921299, -63.365604
1508313872.000000, 48.237623, 16.331722, 5343569.000000, 598882.375000, 315.399994, -0.341142, -0.921669, -63.421932
1508313873.000000, 48.237622, 16.331712, 5343568.500000, 598881.687500, 315.399994, -0.353462, -0.961842, -63.639038
1508313874.000000, 48.237620, 16.331718, 5343568.500000, 598882.187500, 315.500000, -0.350314, -0.945748, -63.457691
1508313875.000000, 48.237620, 16.331727, 5343568.500000, 598882.812500, 315.500000, -0.367881, -0.967579, -63.350651
1508313876.000000, 48.237617, 16.331737, 5343568.000000, 598883.500000, 315.500000, -0.333255, -0.944460, -63.526432
1508313877.000000, 48.237610, 16.331738, 5343567.500000, 598883.687500, 315.600006, -0.361520, -0.960514, -63.545609
1508313878.000000, 48.237607, 16.331733, 5343567.000000, 598883.312500, 315.700012, -0.380786, -0.958605, -63.542889
1508313879.000000, 48.237600, 16.331728, 5343566.500000, 598882.937500, 315.700012, -0.367316, -0.995209, -63.367302
1508313880.000000, 48.237593, 16.331728, 5343565.500000, 598882.937500, 315.799988, -0.328765, -0.953695, -63.498688
1508313881.000000, 48.237588, 16.331730, 5343565.000000, 598883.062500, 315.799988, -0.382519, -0.977934, -63.363113
1508313882.000000, 48.237575, 16.331743, 5343563.500000, 598884.125000, 315.899994, -0.325467, -0.958504, -63.503269
1508313883.000000, 48.237570, 16.331745, 5343563.000000, 598884.250000, 315.899994, -0.362942, -0.957520, -63.554211
1508313884.000000, 48.237567, 16.331755, 5343562.500000, 598885.000000, 316.000000, -0.363859, -0.939321, -63.389591
1508313885.000000, 48.237563, 16.331757, 5343562.000000, 598885.125000, 316.000000, -0.316410, -0.989798, -63.486679
1508313886.000000, 48.237562, 16.331753, 5343562.000000, 598884.875000, 316.100006, -0.415754, -0.951180, -63.298714
1508313887.000000, 48.237567, 16.331745, 5343562.500000, 598884.250000, 316.200012, -0.360965, -0.992097, -63.494801
1508313888.000000, 48.237568, 16.331753, 5343563.000000, 598884.875000, 316.200012, -0.365603, -0.957938, -63.545315
1508313889.000000, 48.237568, 16.331745, 5343563.000000, 598884.250000, 316.299988, -0.410033, -0.983900, -63.372738
1508313890.000000, 48.237565, 16.331748, 5343562.500000, 598884.500000, 316.399994, -0.331105, -0.935155, -63.503738
1508313891.000000, 48.237563, 16.331752, 5343562.000000, 598884.750000, 316.500000, -0.382453, -0.926826, -63.373547
1508313892.000000, 48.237562, 16.331772, 5343562.000000, 598886.250000, 316.600006, -0.377586, -0.978098, -63.349838
1508313893.000000, 48.237557, 16.331778, 5343561.500000, 598886.750000, 316.299988, -0.393424, -0.975270, -63.350216
1508313894.000000, 48.237542, 16.331778, 5343560.000000, 598886.750000, 316.200012, -0.334652, -0.975313, -63.504845
1508313895.000000, 48.237530, 16.331783, 5343558.500000, 598887.187500, 316.100006, -0.380152, -0.956712, -63.547428
1508313896.000000, 48.237525, 16.331783, 5343558.000000, 598887.187500, 316.000000, -0.364666, -0.944873, -63.546337
1508313897.000000, 48.237513, 16.331785, 5343556.500000, 598887.312500, 315.899994, -0.389022, -0.949186, -63.421272
1508313898.000000, 48.237503, 16.331778, 5343555.500000, 598886.812500, 315.899994, -0.387302, -0.945611, -63.352474
1508313899.000000, 48.237497, 16.331780, 5343555.000000, 598887.000000, 315.799988, -0.310802, -0.985031, -63.502239
1508313900.000000, 48.237485, 16.331790, 5343553.500000, 598887.750000, 315.799988, -0.350927, -0.956525, -63.538105
1508313901.000000, 48.237472, 16.331788, 5343552.000000, 598887.625000, 315.700012, -0.330407, -0.970175, -63.600971
1508313902.000000, 48.237453, 16.331790, 5343550.000000, 598887.812500, 315.700012, -0.376077, -0.962981, -63.550591
1508313903.000000, 48.237445, 16.331793, 5343549.000000, 598888.062500, 315.600006, -0.366755, -0.931347, -63.386200
1508313904.000000, 48.237433, 16.331803, 5343548.000000, 598888.812500, 315.600006, -0.348762, -0.948788, -63.407253
1508313905.000000, 48.237427, 16.331790, 5343547.000000, 598887.875000, 315.600006, -0.323769, -0.990247, -63.482777
1508313906.000000, 48.237425, 16.331782, 5343547.000000, 598887.250000, 315.600006, -0.358128, -0.953259, -63.561459
1508313907.000000, 48.237417, 16.331778, 5343546.000000, 598887.000000, 315.600006, -0.348586, -0.942818, -63.540871
1508313908.000000, 48.237422, 16.331773, 5343546.500000, 598886.625000, 315.600006, -0.368638, -0.955650, -63.340763
1508313909.000000, 48.237422, 16.331785, 5343546.500000, 598887.500000, 315.600006, -0.368796, -0.988282, -63.531017
1508313910.000000, 48.237427, 16.331788, 5343547.000000, 598887.750000, 315.500000, -0.384661, -0.961287, -63.414459
1508313911.000000, 48.237422, 16.331787, 5343546.500000, 598887.625000, 315.500000, -0.334356, -0.970002, -63.512566
1508313912.000000, 48.237432, 16.331783, 5343547.500000, 598887.375000, 315.500000, -0.360020, -0.953916, -63.534294
1508313913.000000, 48.237437, 16.331785, 5343548.000000, 598887.437500, 315.500000, -0.365951, -0.967365, -63.338428
1508313914.000000, 48.237437, 16.331795, 5343548.000000, 598888.187500, 315.500000, -0.377159, -0.967397, -63.350147
1508313915.000000, 48.237433, 16.331802, 5343548.000000, 598888.687500, 315.399994, -0.353041, -0.949645, -63.529789
1508313916.000000, 48.237433, 16.331808, 5343548.000000, 598889.187500, 315.399994, -0.355939, -0.950448, -63.354294
1508313917.000000, 48.237423, 16.331823, 5343547.000000, 598890.312500, 315.399994, -0.321145, -0.961143, -63.495388
1508313918.000000, 48.237428, 16.331820, 5343547.500000, 598890.062500, 315.399994, -0.363712, -0.973763, -63.549274
1508313919.000000, 48.237428, 16.331815, 5343547.500000, 598889.687500, 315.399994, -0.408064, -0.961564, -63.551384
1508313920.000000, 48.237430, 16.331813, 5343547.500000, 598889.562500, 315.299988, -0.329958, -0.960478, -63.544666
1508313921.000000, 48.237427, 16.331822, 5343547.000000, 598890.187500, 315.299988, -0.381305, -0.929390, -63.356525
1508313922.000000, 48.237435, 16.331812, 5343548.000000, 598889.437500, 315.299988, -0.346999, -0.949303, -63.503178
1508313923.000000, 48.237442, 16.331808, 5343549.000000, 598889.187500, 315.299988, -0.395663, -0.946693, -63.387188
1508313924.000000, 48.237450, 16.331800, 5343549.500000, 598888.562500, 315.299988, -0.325540, -0.963897, -63.492783
1508313925.000000, 48.237453, 16.331803, 5343550.000000, 598888.812500, 315.299988, -0.355909, -0.966732, -63.550884
1508313926.000000, 48.237452, 16.331810, 5343550.000000, 598889.312500, 315.299988, -0.383355, -0.932875, -63.359230
1508313927.000000, 48.237452, 16.331820, 5343550.000000, 598890.062500, 315.299988, -0.323786, -0.941137, -63.511635
1508313928.000000, 48.237452, 16.331823, 5343550.000000, 598890.312500, 315.299988, -0.321024, -0.925668, -63.545769
1508313929.000000, 48.237453, 16.331827, 5343550.000000, 598890.500000, 315.299988, -0.403942, -1.002213, -63.355812
1508313930.000000, 48.237455, 16.331823, 5343550.500000, 598890.250000, 315.299988, -0.383109, -0.931742, -63.413383
1508313931.000000, 48.237452, 16.331823, 5343550.000000, 598890.312500, 315.200012, -0.393720, -0.949488, -63.550900
1508313932.000000, 48.237450, 16.331833, 5343549.500000, 598891.000000, 315.200012, -0.330049, -0.937783, -63.604012
1508313933.000000, 48.237450, 16.331835, 5343549.500000, 598891.125000, 315.200012, -0.383748, -0.979749, -63.545818
1508313934.000000, 48.237453, 16.331837, 5343550.000000, 598891.250000, 315.200012, -0.369274, -0.971129, -63.558739
1508313935.000000, 48.237450, 16.331838, 5343550.000000, 598891.375000, 315.200012, -0.360582, -0.976266, -63.433685
1508313936.000000, 48.237450, 16.331843, 5343550.000000, 598891.750000, 315.200012, -0.332150, -0.989441, -63.501492
1508313937.000000, 48.237447, 16.331853, 5343549.500000, 598892.500000, 315.200012, -0.351378, -0.970254, -63.336243
1508313938.000000, 48.237443, 16.331865, 5343549.000000, 598893.375000, 315.200012, -0.354318, -1.015095, -63.416260
1508313939.000000, 48.237440, 16.331875, 5343548.500000, 598894.125000, 315.200012, -0.369049, -0.914612, -63.342865
1508313940.000000, 48.237432, 16.331867, 5343547.500000, 598893.562500, 315.200012, -0.334943, -0.939473, -63.518467
1508313941.000000, 48.237425, 16.331863, 5343547.000000, 598893.312500, 315.200012, -0.344939, -0.933632, -63.553699
1508313942.000000, 48.237425, 16.331855, 5343547.000000, 598892.687500, 315.200012, -0.353456, -0.970974, -63.555107
1508313943.000000, 48.237428, 16.331840, 5343547.500000, 598891.562500, 315.200012, -0.346935, -0.952219, -63.541798
1508313944.000000, 48.237430, 16.331832, 5343547.500000, 598890.937500, 315.200012, -0.386033, -0.980611, -63.549694
1508313945.000000, 48.237432, 16.331818, 5343547.500000, 598889.937500, 315.100006, -0.361647, -0.926419, -63.552246
1508313946.000000, 48.237440, 16.331815, 5343548.500000, 598889.687500, 315.200012, -0.345936, -0.941363, -63.558659
1508313947.000000, 48.237438, 16.331825, 5343548.500000, 598890.437500, 315.200012, -0.308666, -0.944802, -63.603264
1508313948.000000, 48.237437, 16.331823, 5343548.000000, 598890.312500, 315.200012, -0.334667, -0.929493, -63.433544
1508313949.000000, 48.237433, 16.331823, 5343548.000000, 598890.312500, 315.200012, -0.364748, -0.949080, -63.350174
1508313950.000000, 48.237422, 16.331818, 5343546.500000, 598890.000000, 315.200012, -0.353496, -0.939850, -63.354435
1508313951.000000, 48.237435, 16.331813, 5343548.000000, 598889.562500, 315.100006, -0.394582, -0.963426, -63.370853
1508313952.000000, 48.237443, 16.331812, 5343549.000000, 598889.437500, 315.100006, -0.345220, -0.975319, -63.499592
1508313953.000000, 48.237458, 16.331795, 5343550.500000, 598888.187500, 315.100006, -0.391459, -0.957984, -63.565502
1508313954.000000, 48.237470, 16.331772, 5343552.000000, 598886.437500, 315.100006, -0.366977, -0.956835, -63.545895
1508313955.000000, 48.237463, 16.331772, 5343551.000000, 598886.437500, 315.100006, -0.385257, -0.913126, -63.386932
1508313956.000000, 48.237473, 16.331772, 5343552.500000, 598886.375000, 315.200012, -0.341017, -0.956750, -63.507034
1508313957.000000, 48.237490, 16.331773, 5343554.000000, 598886.500000, 315.100006, -0.383048, -0.950741, -63.369991
1508313958.000000, 48.237498, 16.331772, 5343555.000000, 598886.375000, 315.100006, -0.384872, -0.922498, -63.352337
1508313959.000000, 48.237508, 16.331768, 5343556.000000, 598886.062500, 315.100006, -0.370396, -0.953418, -63.520374
1508313960.000000, 48.237513, 16.331767, 5343556.500000, 598885.937500, 315.100006, -0.383441, -0.928745, -63.546215
1508313961.000000, 48.237517, 16.331782, 5343557.000000, 598887.062500, 315.100006, -0.369766, -0.971314, -63.413589
1508313962.000000, 48.237518, 16.331775, 5343557.500000, 598886.562500, 315.100006, -0.349024, -0.879638, -63.348576
1508313963.000000, 48.237513, 16.331770, 5343556.500000, 598886.187500, 315.100006, -0.327535, -0.939228, -63.424618
1508313964.000000, 48.237515, 16.331760, 5343557.000000, 598885.437500, 315.100006, -0.477095, -0.898979, -63.407066
1508313965.000000, 48.237518, 16.331763, 5343557.000000, 598885.687500, 315.100006, -0.343621, -0.919640, -63.460510
1508313966.000000, 48.237518, 16.331758, 5343557.000000, 598885.312500, 315.100006, -0.308414, -0.891135, -63.596149
1508313967.000000, 48.237517, 16.331753, 5343557.000000, 598884.937500, 315.100006, -0.296273, -0.891410, -63.595047
1508313968.000000, 48.237525, 16.331748, 5343558.000000, 598884.562500, 315.100006, -0.391240, -0.986451, -63.547169
1508313969.000000, 48.237533, 16.331743, 5343559.000000, 598884.187500, 315.100006, -0.379386, -0.950757, -63.447369
1508313970.000000, 48.237528, 16.331732, 5343558.500000, 598883.312500, 315.100006, -0.310190, -0.983573, -63.531776
1508313971.000000, 48.237522, 16.331727, 5343557.500000, 598883.000000, 315.100006, -0.384905, -0.984068, -63.355240
1508313972.000000, 48.237528, 16.331723, 5343558.500000, 598882.687500, 315.100006, -0.317174, -1.033993, -63.345367
1508313973.000000, 48.237517, 16.331717, 5343557.000000, 598882.250000, 315.100006, -0.308863, -0.961418, -63.479923
1508313974.000000, 48.237517, 16.331715, 5343557.000000, 598882.125000, 315.100006, -0.340205, -0.963626, -63.589687
1508313975.000000, 48.237510, 16.331710, 5343556.500000, 598881.750000, 315.100006, -0.347364, -0.938478, -63.939785
1508313976.000000, 48.237512, 16.331705, 5343556.500000, 598881.375000, 315.100006, -0.325588, -0.932075, -63.427246
1508313977.000000, 48.237505, 16.331695, 5343555.500000, 598880.625000, 315.100006, -0.420501, -1.043792, -62.789417
1508313978.000000, 48.237502, 16.331683, 5343555.500000, 598879.812500, 315.100006, -0.385190, -0.931128, -62.653156
1508313979.000000, 48.237500, 16.331658, 5343555.000000, 598877.937500, 315.100006, -0.339035, -1.028851, -62.619904
1508313980.000000, 48.237497, 16.331647, 5343554.500000, 598877.062500, 315.100006, -0.340004, -0.941775, -63.192944
